data_year,groupb_arrestee_id,arrestee_seq_num,arrest_date,arrest_type_id,offense_code,age_id,age_num,sex_code,race_id,ethnicity_id,resident_code,under_18_disposition_code,age_range_low_num,age_range_high_num
2024,51903888,1,2024-01-01,3,90D,31,28,M,10,10,N,,,
2024,51903890,1,2024-01-02,2,90Z,32,29,M,10,10,R,,,
2024,51903916,1,2024-01-15,3,90D,38,35,F,30,20,R,,,
2024,51903918,1,2024-01-16,3,90Z,36,33,M,10,10,R,,,
2024,51903946,1,2024-01-27,3,90Z,47,44,M,10,10,R,,,
2024,51903951,1,2024-01-29,3,90D,28,25,M,10,20,R,,,
2024,51903889,1,2024-01-01,3,90D,30,27,M,30,20,R,,,
2024,51903893,1,2024-01-04,2,90Z,39,36,M,10,10,R,,,
2024,51903895,1,2024-01-04,3,90F,40,37,F,98,40,R,,,
2024,51903899,1,2024-01-05,3,90D,45,42,M,30,20,R,,,
2024,51903905,1,2024-01-10,3,90D,43,40,F,10,20,R,,,
2024,51903925,1,2024-01-20,2,90C,51,48,F,10,10,R,,,
2024,51903935,1,2024-01-22,2,90J,47,44,M,10,10,R,,,
2024,51903943,1,2024-01-26,3,90D,49,46,M,10,20,R,,,
2024,51903937,1,2024-01-22,3,90Z,36,33,M,30,40,U,,,
2024,51903941,1,2024-01-23,3,90Z,29,26,M,20,20,R,,,
2024,51903948,1,2024-01-28,3,90D,21,18,M,10,10,R,,,
2024,51903954,1,2024-01-30,2,90J,27,24,M,98,40,R,,,
2024,51903917,1,2024-01-15,3,90J,37,34,M,10,40,U,,,
2024,51903921,1,2024-01-17,3,90D,72,69,M,10,40,R,,,
2024,51903891,1,2024-01-03,3,90D,26,23,F,10,20,R,,,
2024,51903898,1,2024-01-05,3,90D,56,53,M,10,20,R,,,
2024,51903907,1,2024-01-11,2,90F,21,18,M,10,10,R,,,
2024,51903950,1,2024-01-28,3,90J,40,37,M,10,10,R,,,
2024,51903896,1,2024-01-05,3,90D,26,23,M,10,10,R,,,
2024,51903904,1,2024-01-10,2,90J,31,28,M,10,10,R,,,
2024,51903908,1,2024-01-11,2,90C,40,37,M,30,20,R,,,
2024,51903911,1,2024-01-12,3,90D,38,35,M,10,10,R,,,
2024,51903919,1,2024-01-17,3,90D,27,24,M,10,20,R,,,
2024,51903923,1,2024-01-19,2,90J,40,37,M,10,10,R,,,
2024,51903930,1,2024-01-21,3,90D,31,28,F,10,10,R,,,
2024,51903944,1,2024-01-26,3,90D,38,35,F,10,20,R,,,
2024,51903900,1,2024-01-07,3,90D,45,42,M,10,10,R,,,
2024,51903902,1,2024-01-10,3,90Z,37,34,F,10,10,R,,,
2024,51903909,1,2024-01-11,3,90D,53,50,M,10,10,R,,,
2024,51903913,1,2024-01-15,3,90D,29,26,M,10,40,R,,,
2024,51903922,1,2024-01-18,3,90D,47,44,M,30,20,R,,,
2024,51903929,1,2024-01-20,3,90D,59,56,M,10,20,R,,,
2024,51903934,1,2024-01-21,3,90F,36,33,M,10,10,R,,,
2024,51903886,1,2024-01-01,1,90D,64,61,M,10,10,R,,,
2024,51903894,1,2024-01-04,3,90D,51,48,M,10,20,R,,,
2024,51903912,1,2024-01-13,3,90D,33,30,M,10,20,R,,,
2024,51903914,1,2024-01-15,2,90J,46,43,M,10,10,R,,,
2024,51903926,1,2024-01-20,3,90D,28,25,F,10,20,R,,,
2024,51903932,1,2024-01-21,3,90D,28,25,F,10,10,R,,,
2024,51903933,1,2024-01-22,3,90J,49,46,M,30,20,N,,,
2024,51903939,1,2024-01-23,2,90J,30,27,M,10,10,R,,,
2024,51903938,1,2024-01-22,2,90Z,26,23,M,20,20,R,,,
2024,51903942,1,2024-01-25,3,90D,42,39,F,10,20,R,,,
2024,51903952,1,2024-01-29,3,90G,45,42,M,10,10,R,,,
2024,52193216,1,2024-01-15,3,90D,77,74,M,10,10,R,,,
2024,52193223,1,2024-01-27,3,90D,31,28,F,98,40,R,,,
2024,52193217,1,2024-01-18,3,90D,44,41,M,10,40,R,,,
2024,52193221,1,2024-01-26,3,90D,57,54,M,10,10,R,,,
2024,52193224,1,2024-01-29,3,90D,26,23,M,10,10,R,,,
2024,52193210,1,2024-01-24,2,90D,43,40,F,10,20,R,,,
2024,52193215,1,2024-01-05,3,90D,64,61,M,10,10,R,,,
2024,52193218,1,2024-01-24,3,90D,24,21,M,10,10,R,,,
2024,52193219,1,2024-01-25,3,90D,31,28,M,98,40,R,,,
2024,52193220,1,2024-01-25,3,90D,35,32,M,10,10,R,,,
2024,52193222,1,2024-01-26,3,90D,25,22,M,30,20,R,,,
2024,52193225,1,2024-01-30,3,90Z,33,30,M,10,10,R,,,
2024,52193227,1,2024-01-31,3,90D,53,50,M,10,40,R,,,
2024,52193226,1,2024-01-31,3,90D,32,29,M,10,40,R,,,
2024,52193228,1,2024-01-31,3,90D,36,33,M,10,10,R,,,
2024,52903245,1,2024-01-27,2,90Z,32,29,M,10,10,R,,,
2024,52193230,1,2024-02-01,3,90D,46,43,M,10,10,R,,,
2024,52193232,1,2024-02-01,3,90D,52,49,M,10,20,R,,,
2024,52193236,1,2024-02-03,3,90J,30,27,F,20,40,R,,,
2024,52193238,1,2024-02-03,3,90D,30,27,M,10,20,R,,,
2024,52193248,1,2024-02-09,2,90D,51,48,F,10,10,R,,,
2024,52193206,1,2024-02-16,2,90D,53,50,M,10,10,R,,,
2024,52193207,1,2024-02-24,2,90D,66,63,M,10,10,R,,,
2024,52193205,1,2024-02-16,2,90D,33,30,M,10,10,R,,,
2024,52193229,1,2024-02-01,3,90D,30,27,M,10,10,R,,,
2024,52193231,1,2024-02-01,3,90Z,26,23,M,10,10,R,,,
2024,52193234,1,2024-02-02,3,90D,44,41,F,10,10,R,,,
2024,52193235,1,2024-02-03,3,90D,59,56,M,10,10,R,,,
2024,52193237,1,2024-02-03,2,90Z,57,54,F,10,20,R,,,
2024,52193242,1,2024-02-05,3,90Z,53,50,M,10,10,R,,,
2024,52193243,1,2024-02-06,3,90D,38,35,M,10,10,R,,,
2024,52193255,2,2024-02-13,3,90Z,25,22,M,10,10,R,,,
2024,52193256,1,2024-02-13,3,90D,28,25,M,10,10,N,,,
2024,52193257,1,2024-02-14,2,90Z,20,17,M,20,40,R,H,,
2024,52193262,1,2024-02-16,3,90D,55,52,M,10,10,R,,,
2024,52193264,1,2024-02-17,3,90D,64,61,M,10,20,R,,,
2024,52193270,1,2024-02-20,2,90D,20,17,F,10,10,R,R,,
2024,52193273,1,2024-02-21,3,90Z,61,58,M,10,10,R,,,
2024,52193285,1,2024-02-27,3,90Z,38,35,F,10,10,R,,,
2024,52193233,1,2024-02-01,3,90D,55,52,F,10,10,R,,,
2024,52193239,1,2024-02-04,3,90D,47,44,M,10,10,R,,,
2024,52193240,1,2024-02-04,3,90D,28,25,M,30,10,R,,,
2024,52193241,1,2024-02-04,3,90D,35,32,F,10,10,R,,,
2024,52193244,1,2024-02-06,3,90D,29,26,M,30,20,R,,,
2024,52193250,1,2024-02-10,3,90J,40,37,M,10,10,R,,,
2024,52193251,1,2024-02-11,3,90D,27,24,M,30,20,R,,,
2024,52193253,1,2024-02-11,3,90D,58,55,F,10,10,R,,,
2024,52193259,1,2024-02-15,3,90Z,32,29,M,10,10,R,,,
2024,52193263,1,2024-02-17,3,90Z,39,36,F,10,10,R,,,
2024,52193265,1,2024-02-17,3,90D,25,22,M,10,10,R,,,
2024,52193272,1,2024-02-21,2,90Z,34,31,M,10,10,R,,,
2024,52193280,1,2024-02-24,3,90D,33,30,M,10,10,R,,,
2024,52193282,1,2024-02-24,3,90D,44,41,F,10,20,R,,,
2024,52193283,1,2024-02-26,2,90D,28,25,F,10,40,R,,,
2024,52193284,1,2024-02-26,3,90Z,43,40,M,10,10,R,,,
2024,52193249,1,2024-02-14,3,90F,34,31,F,10,10,R,,,
2024,52193252,1,2024-02-11,3,90D,75,72,M,10,10,R,,,
2024,52193254,1,2024-02-13,2,90Z,24,21,F,10,10,R,,,
2024,52193258,1,2024-02-15,3,90D,40,37,M,10,10,R,,,
2024,52193260,1,2024-02-16,3,90D,39,36,M,30,20,R,,,
2024,52193261,1,2024-02-16,3,90D,47,44,F,10,20,R,,,
2024,52193266,1,2024-02-17,3,90D,25,22,M,10,10,R,,,
2024,52193267,1,2024-02-17,1,90D,40,37,M,30,20,R,,,
2024,52193268,1,2024-02-18,3,90D,37,34,M,10,10,R,,,
2024,52193269,1,2024-02-18,3,90D,24,21,M,10,10,R,,,
2024,52193271,1,2024-02-21,3,90D,29,26,M,30,20,R,,,
2024,52193274,1,2024-02-22,3,90Z,47,44,F,10,10,R,,,
2024,52193275,1,2024-02-22,3,90Z,28,25,M,98,40,R,,,
2024,52193276,1,2024-02-23,3,90D,37,34,M,10,20,R,,,
2024,52193277,1,2024-02-23,3,90Z,59,56,M,10,10,R,,,
2024,52193278,1,2024-02-23,3,90Z,41,38,F,10,10,R,,,
2024,52193279,1,2024-02-24,3,90D,40,37,M,10,10,U,,,
2024,52193281,1,2024-02-24,2,90Z,45,42,M,10,20,R,,,
2024,52601443,1,2024-02-15,3,90D,31,28,M,30,40,R,,,
2024,52601445,1,2024-02-22,2,90D,50,47,M,10,20,R,,,
2024,52601447,1,2024-02-25,2,90Z,58,55,M,10,10,R,,,
2024,52601449,1,2024-02-28,3,90D,50,47,M,30,20,R,,,
2024,52601446,1,2024-02-23,1,90Z,35,32,M,30,20,R,,,
2024,52601450,1,2024-02-29,2,90D,30,27,F,30,20,R,,,
2024,52601444,1,2024-02-22,3,90G,50,47,M,10,10,R,,,
2024,52903246,1,2024-02-22,2,90D,32,29,M,10,10,U,,,
2024,53257023,1,2024-02-07,2,90J,52,49,F,10,40,R,,,
2024,53257025,2,2024-02-07,2,90J,60,57,M,10,10,R,,,
2024,53257026,3,2024-02-07,2,90J,29,26,M,10,10,R,,,
2024,52601442,1,2024-03-06,2,90D,39,36,M,10,10,R,,,
2024,52601453,1,2024-03-01,3,90F,42,39,M,10,20,R,,,
2024,52601463,1,2024-03-02,3,90D,27,24,M,10,10,R,,,
2024,52601464,1,2024-03-02,3,90D,61,58,F,10,20,N,,,
2024,52601466,2,2024-03-02,2,90J,55,52,F,10,10,R,,,
2024,52601467,1,2024-03-03,3,90Z,49,46,M,10,40,R,,,
2024,52601469,1,2024-03-04,2,90Z,39,36,M,10,10,R,,,
2024,52601472,1,2024-03-06,3,90D,59,56,M,98,20,R,,,
2024,52601474,1,2024-03-07,3,90D,31,28,M,10,10,R,,,
2024,52601483,1,2024-03-10,3,90D,36,33,M,30,20,R,,,
2024,52601484,1,2024-03-11,2,90Z,42,39,M,10,40,R,,,
2024,52601485,1,2024-03-11,2,90J,27,24,M,10,10,R,,,
2024,52601487,1,2024-03-12,3,90D,47,44,M,10,20,R,,,
2024,52601490,1,2024-03-14,3,90J,40,37,M,10,10,R,,,
2024,52601493,1,2024-03-16,3,90D,35,32,M,10,20,R,,,
2024,52601494,1,2024-03-16,3,90D,34,31,M,10,10,R,,,
2024,52601495,1,2024-03-16,3,90D,31,28,M,10,10,R,,,
2024,52601496,1,2024-03-17,3,90D,65,62,M,10,20,R,,,
2024,52601500,1,2024-03-18,3,90D,32,29,M,10,10,R,,,
2024,52601503,1,2024-03-21,3,90D,36,33,F,30,20,R,,,
2024,52601506,1,2024-03-23,3,90Z,44,41,M,10,10,R,,,
2024,52601459,1,2024-03-02,3,90D,26,23,M,10,10,R,,,
2024,52601460,1,2024-03-02,3,90D,36,33,M,10,10,R,,,
2024,52601462,1,2024-03-02,3,90D,53,50,M,10,10,R,,,
2024,52601465,1,2024-03-02,2,90J,32,29,M,10,10,R,,,
2024,52601468,1,2024-03-04,3,90D,56,53,F,10,20,R,,,
2024,52601470,1,2024-03-05,2,90Z,33,30,M,10,10,R,,,
2024,52601471,1,2024-03-05,3,90D,49,46,M,10,10,R,,,
2024,52601475,1,2024-03-08,3,90D,29,26,M,10,10,R,,,
2024,52601482,1,2024-03-10,2,90J,52,49,M,10,10,R,,,
2024,52601489,1,2024-03-14,2,90Z,34,31,M,10,10,R,,,
2024,52601497,1,2024-03-17,3,90D,30,27,M,10,10,R,,,
2024,52601499,1,2024-03-18,2,90Z,46,43,F,10,20,R,,,
2024,52601501,1,2024-03-18,3,90D,36,33,M,10,20,R,,,
2024,52601505,1,2024-03-23,3,90D,31,28,M,10,10,R,,,
2024,52601508,1,2024-03-25,3,90D,45,42,M,30,10,N,,,
2024,52601509,1,2024-03-26,3,90C,21,18,M,10,10,R,,,
2024,52601448,1,2024-03-15,2,90Z,51,48,M,30,10,R,,,
2024,52601451,1,2024-03-01,3,90D,32,29,F,10,10,R,,,
2024,52601452,1,2024-03-01,2,90Z,49,46,M,10,10,R,,,
2024,52601454,1,2024-03-01,3,90D,39,36,M,10,10,R,,,
2024,52601455,1,2024-03-01,3,90D,64,61,M,10,20,R,,,
2024,52601456,1,2024-03-02,3,90D,31,28,M,10,10,R,,,
2024,52601457,1,2024-03-01,3,90D,26,23,M,10,10,R,,,
2024,52601458,1,2024-03-02,3,90D,57,54,M,10,20,R,,,
2024,52601461,1,2024-03-02,3,90D,25,22,M,10,20,R,,,
2024,52601473,1,2024-03-06,3,90D,23,20,M,10,10,N,,,
2024,52601476,1,2024-03-08,3,90D,34,31,M,30,20,R,,,
2024,52601477,1,2024-03-09,3,90Z,34,31,M,10,20,R,,,
2024,52601478,1,2024-03-09,3,90D,50,47,M,98,40,R,,,
2024,52601479,1,2024-03-09,3,90D,51,48,M,10,10,R,,,
2024,52601480,1,2024-03-09,3,90D,24,21,M,10,10,R,,,
2024,52601481,1,2024-03-10,3,90D,21,18,F,30,20,R,,,
2024,52601486,1,2024-03-12,3,90D,27,24,M,10,20,R,,,
2024,52601488,1,2024-03-13,2,90Z,31,28,F,10,10,R,,,
2024,52601491,1,2024-03-14,2,90Z,28,25,M,10,20,R,,,
2024,52601492,1,2024-03-14,3,90D,64,61,F,10,10,R,,,
2024,52601498,1,2024-03-18,2,90Z,35,32,M,10,10,R,,,
2024,52601502,1,2024-03-20,3,90D,29,26,M,10,10,R,,,
2024,52601504,1,2024-03-22,3,90Z,38,35,F,10,10,N,,,
2024,52601507,1,2024-03-24,2,90J,62,59,M,10,20,N,,,
2024,52601510,1,2024-03-26,3,90D,46,43,F,30,20,R,,,
2024,52903249,1,2024-03-17,3,90D,24,21,F,10,20,R,,,
2024,52903250,1,2024-03-17,3,90D,22,19,M,10,10,R,,,
2024,52903252,1,2024-03-19,3,90Z,37,34,M,10,10,R,,,
2024,52903247,1,2024-03-01,3,90D,72,69,M,10,20,N,,,
2024,52903251,1,2024-03-18,3,90D,41,38,M,20,20,R,,,
2024,52903254,1,2024-03-20,3,90Z,25,22,M,10,10,R,,,
2024,52903255,2,2024-03-20,3,90Z,25,22,M,10,10,R,,,
2024,52903261,1,2024-03-28,3,90D,23,20,M,10,10,R,,,
2024,52903257,1,2024-03-22,3,90D,25,22,M,10,10,R,,,
2024,52903264,1,2024-03-30,3,90D,34,31,M,10,10,R,,,
2024,52903266,1,2024-03-31,3,90D,49,46,M,10,10,N,,,
2024,52903265,1,2024-03-30,3,90D,38,35,M,10,10,R,,,
2024,52903256,1,2024-03-20,3,90D,55,52,M,10,20,R,,,
2024,52903258,1,2024-03-25,3,90D,22,19,M,10,20,R,,,
2024,52903248,1,2024-03-05,2,90Z,50,47,M,10,10,R,,,
2024,52903262,1,2024-03-29,3,90D,32,29,M,10,10,R,,,
2024,52903263,1,2024-03-29,2,90Z,31,28,F,10,10,R,,,
2024,52903259,1,2024-03-27,3,90D,53,50,M,10,10,R,,,
2024,53257029,1,2024-03-12,3,90D,71,68,M,10,20,R,,,
2024,53257030,1,2024-03-29,3,90D,39,36,M,10,10,R,,,
2024,54576139,1,2024-03-17,3,90Z,30,27,M,10,20,R,,27,
2024,52903288,1,2024-04-08,2,90J,38,35,M,10,10,U,,,
2024,52903273,1,2024-04-03,3,90D,57,54,M,30,20,R,,,
2024,52903278,1,2024-04-04,3,90D,28,25,M,10,10,R,,,
2024,52903290,3,2024-04-08,2,90J,47,44,F,98,40,U,,,
2024,52903285,1,2024-04-07,3,90G,46,43,M,10,10,R,,,
2024,52903333,1,2024-04-24,2,90Z,37,34,F,10,20,U,,,
2024,52903277,1,2024-04-04,3,90D,23,20,M,10,20,R,,,
2024,52903324,1,2024-04-20,3,90D,47,44,M,10,10,R,,,
2024,52903297,1,2024-04-11,2,90J,41,38,M,30,10,U,,,
2024,52903321,1,2024-04-18,3,90D,32,29,F,10,10,R,,,
2024,52903325,1,2024-04-21,3,90D,63,60,F,10,10,R,,,
2024,52903318,1,2024-04-15,3,90D,40,37,M,20,40,R,,,
2024,52903303,1,2024-04-13,3,90D,46,43,M,10,10,R,,,
2024,52903313,1,2024-04-14,2,90Z,22,19,M,10,10,R,,,
2024,52903317,1,2024-04-15,3,90D,31,28,M,10,10,R,,,
2024,52903323,1,2024-04-19,3,90D,64,61,F,10,20,R,,,
2024,52903286,1,2024-04-07,3,90D,53,50,M,10,10,R,,,
2024,52903287,1,2024-04-07,3,90D,28,25,M,10,10,R,,,
2024,52903302,1,2024-04-12,2,90C,30,27,M,20,20,R,,,
2024,52903304,1,2024-04-13,3,90D,26,23,M,10,10,R,,,
2024,52903307,1,2024-04-13,3,90D,45,42,M,30,20,R,,,
2024,52903279,1,2024-04-04,2,90Z,46,43,F,10,20,R,,,
2024,52903280,1,2024-04-04,3,90D,66,63,F,10,10,R,,,
2024,52903309,1,2024-04-13,3,90D,65,62,M,10,20,R,,,
2024,52903296,1,2024-04-11,3,90D,53,50,F,10,10,R,,,
2024,52903308,1,2024-04-13,3,90D,35,32,M,20,20,R,,,
2024,52903316,1,2024-04-14,2,90J,49,46,M,10,10,R,,,
2024,52903276,1,2024-04-03,2,90C,64,61,F,98,10,R,,,
2024,52903332,1,2024-04-22,2,90J,52,49,M,10,10,R,,,
2024,52903284,1,2024-04-07,3,90D,26,23,M,10,20,R,,,
2024,52903281,1,2024-04-06,3,90Z,23,20,M,10,10,R,,,
2024,52903291,1,2024-04-08,3,90D,37,34,M,10,10,R,,,
2024,52903299,1,2024-04-12,3,90D,35,32,M,10,40,R,,,
2024,52903335,1,2024-04-25,3,90C,44,41,F,10,10,R,,,
2024,52903272,1,2024-04-03,3,90D,32,29,F,10,20,R,,,
2024,52903331,1,2024-04-21,2,90J,24,21,M,10,10,R,,,
2024,52903328,1,2024-04-21,3,90Z,27,24,M,10,10,R,,,
2024,52903314,1,2024-04-14,3,90J,63,60,M,10,10,R,,,
2024,52903274,1,2024-04-03,3,90D,30,27,M,30,40,R,,,
2024,52903300,1,2024-04-12,3,90Z,38,35,F,10,10,R,,,
2024,52903336,1,2024-04-25,3,90J,40,37,M,10,10,R,,,
2024,52903267,1,2024-04-01,2,90J,44,41,M,10,20,N,,,
2024,52903269,1,2024-04-02,2,90C,64,61,F,98,10,R,,,
2024,52903270,1,2024-04-02,3,90Z,37,34,M,10,40,R,,,
2024,52903271,1,2024-04-02,3,90D,47,44,M,10,10,R,,,
2024,52903283,1,2024-04-06,2,90Z,32,29,M,10,10,R,,,
2024,52903320,1,2024-04-16,3,90D,52,49,F,10,10,R,,,
2024,52903289,2,2024-04-08,2,90J,46,43,F,20,20,R,,,
2024,52903305,1,2024-04-13,3,90D,24,21,M,50,20,R,,,
2024,52903282,1,2024-04-06,3,90D,29,26,M,30,20,R,,,
2024,52903294,1,2024-04-11,3,90D,48,45,M,10,10,R,,,
2024,52903292,1,2024-04-10,3,90D,25,22,M,10,20,R,,,
2024,52903310,1,2024-04-13,2,90C,32,29,M,10,10,R,,,
2024,52903295,1,2024-04-11,3,90D,48,45,M,10,10,R,,,
2024,53257031,1,2024-04-18,3,90D,26,23,M,10,20,R,,,
2024,53257032,1,2024-04-24,3,90J,26,23,M,10,10,R,,,
2024,53257034,1,2024-04-25,2,90Z,66,63,M,20,40,R,,,
2024,53257036,1,2024-04-26,3,90D,50,47,M,10,10,R,,,
2024,53257037,1,2024-04-26,2,90G,37,34,M,10,10,R,,,
2024,53257040,1,2024-04-29,3,90D,48,45,M,10,10,N,,,
2024,53257033,1,2024-04-25,2,90G,38,35,M,10,10,R,,,
2024,53257035,1,2024-04-26,2,90G,43,40,M,10,20,R,,,
2024,53257041,1,2024-04-30,3,90D,35,32,F,10,10,R,,,
2024,53257038,1,2024-04-27,2,90J,40,37,M,10,10,R,,,
2024,53257039,1,2024-04-28,3,90D,58,55,F,10,10,N,,,
2024,53257054,1,2024-05-05,2,90C,31,28,M,10,20,R,,,
2024,53257058,1,2024-05-08,2,90Z,68,65,M,10,20,R,,,
2024,53257061,1,2024-05-08,3,90Z,42,39,M,10,10,R,,,
2024,53257063,1,2024-05-09,3,90D,31,28,M,10,10,R,,,
2024,53257022,1,2024-05-08,3,90F,47,44,M,10,10,R,,,
2024,53257056,1,2024-05-06,3,90Z,51,48,M,10,10,R,,,
2024,53257059,1,2024-05-07,2,90J,43,40,F,10,10,R,,,
2024,53257055,1,2024-05-06,3,90J,42,39,F,10,10,R,,,
2024,53257057,1,2024-05-07,3,90J,58,55,M,10,20,R,,,
2024,53257060,1,2024-05-08,3,90Z,23,20,M,98,20,R,,,
2024,53257062,1,2024-05-08,3,90D,33,30,M,10,20,R,,,
2024,53257064,1,2024-05-10,3,90D,24,21,M,30,10,R,,,
2024,53257028,5,2024-05-23,2,90J,43,40,F,10,10,R,,,
2024,53257027,4,2024-05-23,2,90J,41,38,F,10,10,R,,,
2024,53257043,1,2024-05-01,3,90D,38,35,F,10,10,R,,,
2024,53257045,1,2024-05-02,2,90Z,28,25,M,10,10,R,,,
2024,53257047,2,2024-05-02,3,90C,37,34,M,30,40,R,,,
2024,53257049,1,2024-05-03,3,90Z,57,54,F,10,20,R,,,
2024,53257051,1,2024-05-04,1,90F,24,21,F,50,40,R,,,
2024,53257053,1,2024-05-05,2,90J,58,55,F,10,20,U,,,
2024,53257067,1,2024-05-11,3,90D,30,27,M,10,10,N,,,
2024,53257068,1,2024-05-12,3,90D,39,36,F,30,20,R,,,
2024,53257070,1,2024-05-14,3,90D,26,23,M,20,20,R,,,
2024,53257042,1,2024-05-01,2,90J,41,38,F,10,10,R,,,
2024,53257044,1,2024-05-02,2,90Z,49,46,M,10,10,R,,,
2024,53257048,3,2024-05-02,2,90C,57,54,F,30,20,R,,,
2024,53257050,1,2024-05-04,3,90D,34,31,M,30,20,R,,,
2024,53257052,1,2024-05-05,3,90D,25,22,M,30,10,R,,,
2024,53257069,1,2024-05-12,3,90D,44,41,M,10,10,R,,,
2024,53257073,1,2024-05-14,2,90J,37,34,F,10,20,R,,,
2024,53257074,2,2024-05-14,2,90J,42,39,M,10,10,R,,,
2024,53257075,1,2024-05-15,3,90Z,42,39,M,10,10,R,,,
2024,53257077,1,2024-05-16,3,90D,28,25,M,10,10,R,,,
2024,53257079,1,2024-05-17,3,90Z,24,21,M,10,10,R,,,
2024,53257084,1,2024-05-21,3,90D,33,30,F,10,20,R,,,
2024,53257086,1,2024-05-22,3,90C,60,57,M,10,10,R,,,
2024,53257087,1,2024-05-24,3,90J,29,26,M,10,10,R,,,
2024,53257092,1,2024-05-25,3,90D,36,33,M,10,10,N,,,
2024,53257094,1,2024-05-26,3,90D,44,41,F,30,20,R,,,
2024,53257096,1,2024-05-26,3,90D,37,34,M,10,10,R,,,
2024,53257046,1,2024-05-02,3,90C,35,32,M,30,10,R,,,
2024,53257066,1,2024-05-11,3,90D,41,38,M,98,40,R,,,
2024,53257071,1,2024-05-14,3,90Z,34,31,M,20,40,R,,,
2024,53257072,1,2024-05-14,3,90Z,23,20,M,10,10,R,,,
2024,53257076,1,2024-05-16,3,90D,41,38,M,30,20,N,,,
2024,53257080,1,2024-05-18,3,90D,39,36,M,10,20,R,,,
2024,53257082,1,2024-05-20,2,90D,73,70,M,10,20,R,,,
2024,53257091,1,2024-05-25,2,90Z,32,29,M,10,10,R,,,
2024,53257095,1,2024-05-26,3,90Z,33,30,F,10,10,R,,,
2024,53257097,1,2024-05-27,3,90D,37,34,M,10,20,R,,,
2024,53257098,1,2024-05-28,3,90Z,27,24,M,10,10,R,,,
2024,53257078,1,2024-05-17,3,90D,25,22,M,10,20,R,,,
2024,53257081,1,2024-05-18,3,90D,45,42,M,10,10,R,,,
2024,53257083,1,2024-05-21,2,90Z,41,38,M,10,10,R,,,
2024,53257085,1,2024-05-22,3,90Z,33,30,M,10,10,R,,,
2024,53257088,1,2024-05-24,3,90D,45,42,M,98,20,R,,,
2024,53257089,1,2024-05-24,3,90D,33,30,M,10,10,R,,,
2024,53257090,1,2024-05-25,3,90D,47,44,M,10,10,R,,,
2024,53257093,1,2024-05-26,3,90D,48,45,F,10,20,R,,,
2024,53568018,1,2024-05-17,3,90D,55,52,M,10,10,R,,,
2024,53568019,1,2024-05-19,3,90D,41,38,M,10,40,R,,,
2024,53568028,1,2024-05-27,3,90D,42,39,M,30,20,R,,,
2024,53568032,1,2024-05-29,3,90D,52,49,M,10,10,R,,,
2024,53568034,1,2024-05-30,3,90D,48,45,F,10,10,R,,,
2024,53568016,1,2024-05-11,3,90D,25,22,M,10,20,R,,,
2024,53568017,1,2024-05-14,3,90D,29,26,M,10,20,R,,,
2024,53568020,1,2024-05-19,3,90D,42,39,M,10,10,R,,,
2024,53568022,1,2024-05-22,3,90D,30,27,M,10,20,R,,,
2024,53568024,1,2024-05-23,3,90D,44,41,M,30,20,R,,,
2024,53568026,1,2024-05-26,3,90Z,22,19,M,20,20,R,,,
2024,53568027,1,2024-05-26,2,90Z,59,56,M,10,10,R,,,
2024,53568029,1,2024-05-27,2,90G,53,50,F,10,10,R,,,
2024,53568033,1,2024-05-30,3,90C,33,30,M,10,10,R,,,
2024,53568035,1,2024-05-31,3,90D,28,25,M,10,10,R,,,
2024,53568015,1,2024-05-11,3,90D,71,68,F,10,20,R,,,
2024,53568021,1,2024-05-19,3,90D,25,22,F,10,10,R,,,
2024,53568023,1,2024-05-23,3,90D,34,31,M,10,20,R,,,
2024,53568025,1,2024-05-24,3,90D,28,25,F,10,10,R,,,
2024,53568030,1,2024-05-28,3,90D,29,26,M,10,10,R,,,
2024,53568031,1,2024-05-29,3,90D,31,28,M,10,10,R,,,
2024,53568036,1,2024-05-31,3,90D,21,18,M,10,20,R,,,
2024,53568037,2,2024-05-31,3,90Z,23,20,M,10,10,R,,,
2024,53568038,1,2024-06-01,3,90D,24,21,F,10,10,R,,,
2024,53568040,1,2024-06-02,3,90D,48,45,F,30,20,R,,,
2024,53568043,1,2024-06-03,2,90J,58,55,M,10,10,R,,,
2024,53568045,1,2024-06-05,3,90D,43,40,F,10,10,R,,,
2024,53568046,1,2024-06-06,2,90G,45,42,M,10,10,R,,,
2024,53568014,1,2024-06-05,2,90Z,72,69,F,10,10,R,,,
2024,53568039,1,2024-06-01,2,90D,70,67,M,10,10,R,,,
2024,53568041,1,2024-06-02,3,90D,25,22,F,10,10,R,,,
2024,53568044,1,2024-06-04,2,90J,44,41,F,10,10,R,,,
2024,53568047,1,2024-06-06,3,90Z,68,65,M,10,10,R,,,
2024,53568042,1,2024-06-03,3,90D,40,37,F,10,20,R,,,
2024,53568048,1,2024-06-06,3,90D,33,30,M,20,20,R,,,
2024,53568049,1,2024-06-07,3,90D,63,60,M,10,10,R,,,
2024,53568052,1,2024-06-08,3,90C,33,30,M,10,10,R,,,
2024,53568055,1,2024-06-09,3,90D,25,22,M,10,10,R,,,
2024,53568057,1,2024-06-09,3,90D,39,36,F,10,10,R,,,
2024,53568059,1,2024-06-09,3,90Z,39,36,M,30,20,R,,,
2024,53568060,1,2024-06-11,2,90Z,52,49,M,10,10,R,,,
2024,53568061,1,2024-06-11,3,90Z,46,43,M,10,10,R,,,
